sample,CAN_ID,RX_ID,LEN,Motor_ID_byte,p_out_rad,v_out_rad_s,t_out_Nm,p_cmd_rad,v_cmd_rad_s,kp,kd,raw_bytes
381,2,2,8,2,0.9016,-2.8449,-3.3492,0.8708,-0.2500,80.00,3.00,02 89 3B 78 B7 96
382,2,2,8,2,0.8772,-2.0147,-3.6349,0.8453,-0.2500,80.00,3.00,02 88 FB 7A D7 8D
383,2,2,8,2,0.8558,-2.6496,-3.8571,0.8218,-0.2500,80.00,3.00,02 88 C3 79 37 86
384,2,2,8,2,0.8352,-1.9170,-4.2381,0.8006,-0.2500,80.00,3.00,02 88 8D 7B 17 7A
385,2,2,8,2,0.8143,-2.1856,-4.1429,0.7801,-0.2500,80.00,3.00,02 88 56 7A 67 7D
386,2,2,8,2,0.7937,-2.4298,-4.1429,0.7591,-0.2500,80.00,3.00,02 88 20 79 C7 7D
387,2,2,8,2,0.7742,-1.0379,-4.6508,0.7396,-0.2500,80.00,3.00,02 87 ED 7D 57 6D
388,2,2,8,2,0.7517,-1.7949,-4.1429,0.7186,-0.2500,80.00,3.00,02 87 B2 7B 67 7D
389,2,2,8,2,0.7280,-2.6496,-3.5714,0.6953,-0.2500,80.00,3.00,02 87 74 79 37 8F
390,2,2,8,2,0.7052,-2.7961,-3.6032,0.6716,-0.2500,80.00,3.00,02 87 38 78 D7 8E
391,2,2,8,2,0.6849,-2.3077,-3.9206,0.6503,-0.2500,80.00,3.00,02 87 03 7A 17 84
392,2,2,8,2,0.6628,-1.5751,-4.1111,0.6291,-0.2500,80.00,3.00,02 86 C9 7B F7 7E
393,2,2,8,2,0.6380,-1.1844,-4.2698,0.6063,-0.2500,80.00,3.00,02 86 88 7C F7 79
394,2,2,8,2,0.6121,-2.0391,-3.4444,0.5818,-0.2500,80.00,3.00,02 86 44 7A C7 93
395,2,2,8,2,0.5831,-3.1868,-2.4286,0.5561,-0.2500,80.00,3.00,02 85 F8 77 D7 B3
396,2,2,8,2,0.5499,-2.1856,-1.7619,0.5303,-0.2500,80.00,3.00,02 85 A1 7A 67 C8
397,2,2,8,2,0.5198,-2.7961,-0.6825,0.5048,-0.2500,80.00,3.00,02 85 52 78 D7 EA
398,2,2,8,2,0.4908,-1.9658,-0.6190,0.4791,-0.2500,80.00,3.00,02 85 06 7A F7 EC
399,2,2,8,2,0.4648,-1.4042,-1.0000,0.4536,-0.2500,80.00,3.00,02 84 C2 7C 67 E0
400,2,2,8,2,0.4393,-1.6972,-0.7460,0.4278,-0.2500,80.00,3.00,02 84 7F 7B A7 E8
401,2,2,8,2,0.4133,-1.8926,-0.5556,0.4021,-0.2500,80.00,3.00,02 84 3B 7B 27 EE
402,2,2,8,2,0.3882,-2.3565,-0.4921,0.3766,-0.2500,80.00,3.00,02 83 F9 79 F7 F0
403,2,2,8,2,0.3626,-2.3565,-0.3968,0.3508,-0.2500,80.00,3.00,02 83 B6 79 F7 F3
404,2,2,8,2,0.3370,-2.8938,-0.1746,0.3251,-0.2500,80.00,3.00,02 83 73 78 97 FA
405,2,2,8,2,0.3107,-2.2100,-0.3333,0.2996,-0.2500,80.00,3.00,02 83 2E 7A 57 F5
406,2,2,8,2,0.2852,-2.7228,-0.0794,0.2738,-0.2500,80.00,3.00,02 82 EB 79 07 FD
407,2,2,8,2,0.2588,-2.7961,-0.1746,0.2481,-0.2500,80.00,3.00,02 82 A6 78 D7 FA
408,2,2,8,2,0.2333,-2.7961,-0.0794,0.2226,-0.2500,80.00,3.00,02 82 63 78 D7 FD
409,2,2,8,2,0.2073,-2.6740,-0.0794,0.1968,-0.2500,80.00,3.00,02 82 1F 79 27 FD
410,2,2,8,2,0.1814,-2.2100,-0.3016,0.1711,-0.2500,80.00,3.00,02 81 DB 7A 57 F6
411,2,2,8,2,0.1558,-1.8926,-0.4286,0.1456,-0.2500,80.00,3.00,02 81 98 7B 27 F2
412,2,2,8,2,0.1307,-1.3797,-0.9365,0.1198,-0.2500,80.00,3.00,02 81 56 7C 77 E2
413,2,2,8,2,0.1051,-1.4774,-0.8413,0.0943,-0.2500,80.00,3.00,02 81 13 7C 37 E5
414,2,2,8,2,0.0799,-1.4042,-1.3492,0.0686,-0.2500,80.00,3.00,02 80 D1 7C 67 D5
415,2,2,8,2,0.0544,-1.7216,-0.8095,0.0428,-0.2500,80.00,3.00,02 80 8E 7B 97 E6
416,2,2,8,2,0.0216,-3.7241,0.2698,0.0063,0.2500,80.00,3.00,02 80 38 76 78 08
417,2,2,8,2,0.0219,1.9902,0.2063,0.0320,0.2500,80.00,3.00,02 80 39 85 18 06
418,2,2,8,2,0.0460,3.0159,-0.0476,0.0578,0.2500,80.00,3.00,02 80 78 87 B7 FE
419,2,2,8,2,0.0715,2.9426,0.0476,0.0832,0.2500,80.00,3.00,02 80 BB 87 88 01
420,2,2,8,2,0.0975,2.6740,0.2381,0.1090,0.2500,80.00,3.00,02 80 FF 86 D8 07
421,2,2,8,2,0.1226,1.8193,0.6190,0.1347,0.2500,80.00,3.00,02 81 41 84 A8 13
422,2,2,8,2,0.1486,2.0879,0.2698,0.1602,0.2500,80.00,3.00,02 81 85 85 58 08
423,2,2,8,2,0.1741,1.7460,0.4603,0.1860,0.2500,80.00,3.00,02 81 C8 84 78 0E
424,2,2,8,2,0.2001,2.4298,0.3333,0.2117,0.2500,80.00,3.00,02 82 0C 86 38 0A
425,2,2,8,2,0.2253,1.9902,0.4603,0.2372,0.2500,80.00,3.00,02 82 4E 85 18 0E
426,2,2,8,2,0.2512,1.7216,0.6190,0.2630,0.2500,80.00,3.00,02 82 92 84 68 13
427,2,2,8,2,0.2764,1.5263,0.6825,0.2887,0.2500,80.00,3.00,02 82 D4 83 E8 15
428,2,2,8,2,0.3019,1.5507,0.7778,0.3143,0.2500,80.00,3.00,02 83 17 83 F8 18
429,2,2,8,2,0.3275,2.3077,0.5238,0.3400,0.2500,80.00,3.00,02 83 5A 85 E8 10
430,2,2,8,2,0.3531,1.8926,0.7460,0.3658,0.2500,80.00,3.00,02 83 9D 84 D8 17
431,2,2,8,2,0.3786,2.3810,0.2063,0.3913,0.2500,80.00,3.00,02 83 E0 86 18 06
432,2,2,8,2,0.4049,2.5031,-0.0159,0.4170,0.2500,80.00,3.00,02 84 25 86 67 FF
433,2,2,8,2,0.4309,2.8694,0.0159,0.4428,0.2500,80.00,3.00,02 84 69 87 58 00
434,2,2,8,2,0.4564,2.5275,0.2063,0.4683,0.2500,80.00,3.00,02 84 AC 86 78 06
435,2,2,8,2,0.4824,1.7705,0.3016,0.4940,0.2500,80.00,3.00,02 84 F0 84 88 09
436,2,2,8,2,0.5076,2.3321,0.3651,0.5195,0.2500,80.00,3.00,02 85 32 85 F8 0B
437,2,2,8,2,0.5335,1.6484,0.4921,0.5453,0.2500,80.00,3.00,02 85 76 84 38 0F
438,2,2,8,2,0.5591,2.1123,0.6508,0.5710,0.2500,80.00,3.00,02 85 B9 85 68 14
439,2,2,8,2,0.5846,1.5018,0.5238,0.5965,0.2500,80.00,3.00,02 85 FC 83 D8 10
440,2,2,8,2,0.6102,2.2100,0.5556,0.6223,0.2500,80.00,3.00,02 86 3F 85 A8 11
441,2,2,8,2,0.6353,1.6239,0.8413,0.6480,0.2500,80.00,3.00,02 86 81 84 28 1A
442,2,2,8,2,0.6609,1.9658,0.7143,0.6735,0.2500,80.00,3.00,02 86 C4 85 08 16
443,2,2,8,2,0.6865,1.8681,0.7460,0.6992,0.2500,80.00,3.00,02 87 07 84 C8 17
444,2,2,8,2,0.7124,2.0879,0.5238,0.7250,0.2500,80.00,3.00,02 87 4B 85 58 10
445,2,2,8,2,0.7376,2.2344,0.6508,0.7505,0.2500,80.00,3.00,02 87 8D 85 B8 14
446,2,2,8,2,0.7639,2.8694,0.2381,0.7762,0.2500,80.00,3.00,02 87 D2 87 58 07
447,2,2,8,2,0.7898,3.2601,-0.1111,0.8020,0.2500,80.00,3.00,02 88 16 88 57 FC
448,2,2,8,2,0.8154,3.0403,0.0476,0.8275,0.2500,80.00,3.00,02 88 59 87 C8 01
449,2,2,8,2,0.8417,2.3321,0.1429,0.8532,0.2500,80.00,3.00,02 88 9E 85 F8 04
